ID;attribute_1;attribute_6;submitdate;startdate;datestamp;G1;G2;cleta;regione;Area;provincia;codcom_1;codcom_2;ampiezza;ampiezzaclasse;G5;G6;G7;TA1;TA1a;TA1b;TA1c;TA1bis;TA2;TA3;TA4;TA6;TA5;TA7;TA8;TA8bis;EA_1;EA_2;EA_3;EA_4;PP1_1;PP2_1;PP2_2;PP2_3;PP2_4;PP2_5;PP2_6;PT_1;PT_2;PT_3;PT_4;PT_tot;PAPA_1;PAPA_2;PAPA_3;PAPA_4;PAPA_5;PAPA_6;PAPA_7;AMB_tot;AFKintro;AFK_1;AFK_2;AFK_3;AFK_4;AFK_5;SE1;SE2;AFK1;AFK1bis_1;AFK1bis_2;AFK1bis_3;AFK1bis_4;AFK2;AFK2bis_1;AFK2bis_2;AFK2bis_3;AFK2bis_4;AFK2bis_5;AFK2bis_6;AFK3intro;AFK3_1;AFK3_2;AFK3_3;AFK3_4;AFK3_5;AFK3_6;AFK4intro;AFK4_1;AFK4_2;AFK4_3;AFK4_4;CE_1;CE_2;CE_3;CE_4;CT_1;CT_2;CT_3;CT_4;SC_1;SC_2;SC_3;SC_4;GC_1;GC_2;GC_3;ATE_1;ATE_2;ATE_3;ATE_4;ATE_5;ATE_6;WTP1_1;WTP1_2;WTP1_3;WTP1_4;WTP1_5;WTP2_1;WTP2_2;WTP2_3;WTP2_4;WTP2_5
1088;8aa75981-5457-a05a-5c2d-6d8cad6d731f;O;18/07/2024 10:32;18/07/2024 09:56;18/07/2024 10:32;Maschio;27;26-35;Liguria;Nord;Genova;10046;Rapallo;29778;10001-60000;Diploma di scuola superiore;Occupato;30-60k;60;;35;;No;SI, due o più veicoli;Treno;Sì, più di uno;No;Moto;Benzina;Meno di 50€;76-100%;2;5;8;8;7;9;10;9;8;8;3;6;1;4;9;20;10;3;1;7;3;7;5;120;No;;;;;;No;;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;FALSO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;VERO;6;3;8;8;9;10;7;9;8;3;3;7;5;8;2;Si spesso;Si spesso;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;10;6;10;1;1;11;11;1;1;1
1088;8aa75981-5457-a05a-5c2d-6d8cad6d731f;O;18/07/2024 10:32;18/07/2024 09:56;18/07/2024 10:32;Maschio;27;26-35;Liguria;Nord;Genova;10046;Rapallo;29778;10001-60000;Diploma di scuola superiore;Occupato;30-60k;60;;35;;No;SI, due o più veicoli;Moto o motorino;Sì, più di uno;No;Moto;Benzina;Meno di 50€;76-100%;2;5;8;8;7;9;10;9;8;8;3;6;1;4;9;20;10;3;1;7;3;7;5;120;No;;;;;;No;;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;FALSO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;VERO;6;3;8;8;9;10;7;9;8;3;3;7;5;8;2;Si spesso;Si spesso;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;10;6;10;1;1;11;11;1;1;1
1089;97dedb49-7006-75a6-f0ea-eff524cf8d8e;O;19/07/2024 10:50;19/07/2024 10:35;19/07/2024 10:50;Femmina;41;36-45;Friuli Venezia Giulia;Nord;Udine;30057;Martignacco;6902;5001-10000;Laurea o titolo superiore;Occupato;30-60k;60;;35;;Sì;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Benzina;Tra i 50€ e i 100€;76-100%;1;9;9;9;9;10;8;5;8;9;5;7;5;5;9;26;3;3;3;1;5;10;3;119;Sì;Non so;Non so;No;No;Sì;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;FALSO;VERO;VERO;FALSO;FALSO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;No;;;;;Non so;Non so;Non so;Non so;7;8;8;9;5;Non so;5;5;Non so;8;Non so;Si ogni tanto;Si ogni tanto;No ma vorrei;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;4;2;1;1;1;2;2;1;1;1
1089;97dedb49-7006-75a6-f0ea-eff524cf8d8e;O;19/07/2024 10:50;19/07/2024 10:35;19/07/2024 10:50;Femmina;41;36-45;Friuli Venezia Giulia;Nord;Udine;30057;Martignacco;6902;5001-10000;Laurea o titolo superiore;Occupato;30-60k;60;;35;;Sì;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;9;9;9;9;10;8;5;8;9;5;7;5;5;9;26;3;3;3;1;5;10;3;119;Sì;Non so;Non so;No;No;Sì;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;FALSO;VERO;VERO;FALSO;FALSO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;FALSO;No;;;;;Non so;Non so;Non so;Non so;7;8;8;9;5;Non so;5;5;Non so;8;Non so;Si ogni tanto;Si ogni tanto;No ma vorrei;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;4;2;1;1;1;2;2;1;1;1
1090;045f0371-b6b1-469f-7ed2-377464574ba1;O;19/07/2024 14:36;19/07/2024 14:24;19/07/2024 14:36;Femmina;36;36-45;Lazio;Centro;Roma;58091;Roma;2873494;250001-5000000;Diploma di scuola superiore;Occupato;30-60k;50;;35;;No;NO, cammino;;Sì, uno;No;Auto privata;Elettrico;Tra i 50€ e i 100€;meno del 25%;1;8;8;8;8;8;2;8;8;8;2;9;5;5;7;26;5;7;5;5;5;10;10;125;Sì;Sì;Sì;No;No;No;Sì;Completamente elettrico;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;FALSO;VERO;FALSO;No;;;;;;;Sì;VERO;FALSO;VERO;VERO;3;3;3;3;8;8;8;8;8;3;3;3;3;3;3;Si spesso;Si ogni tanto;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;9;8;12;15;33;26;18;17;14;16
1090;045f0371-b6b1-469f-7ed2-377464574ba1;O;19/07/2024 14:36;19/07/2024 14:24;19/07/2024 14:36;Femmina;36;36-45;Lazio;Centro;Roma;58091;Roma;2873494;250001-5000000;Diploma di scuola superiore;Occupato;30-60k;50;;35;;No;NO, cammino;;Sì, uno;No;Auto privata;Elettrico;Tra i 50€ e i 100€;meno del 25%;1;8;8;8;8;8;2;8;8;8;2;9;5;5;7;26;5;7;5;5;5;10;10;125;Sì;Sì;Sì;No;No;No;Sì;Elettrico ibrido plug-in;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;FALSO;VERO;FALSO;No;;;;;;;Sì;VERO;FALSO;VERO;VERO;3;3;3;3;8;8;8;8;8;3;3;3;3;3;3;Si spesso;Si ogni tanto;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;9;8;12;15;33;26;18;17;14;16
1091;57149f0f-a076-3c81-4da2-ab3fcdaae29b;O;16/07/2024 19:32;16/07/2024 17:59;16/07/2024 19:32;Femmina;28;26-35;Basilicata;Sud e Isole;Matera;77017;Montescaglioso;9940;5001-10000;Licenza elementare/media;Occupato;0-15k;50;;35;;Sì;NO, cammino;;Sì, uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;51-75%;4;8;9;10;9;9;8;8;7;6;6;6;6;6;8;26;5;3;5;3;5;10;3;121;Sì;Non so;Non so;Sì;Non so;Sì;Sì;Completamente elettrico;No;;;;;Sì;FALSO;VERO;VERO;VERO;VERO;FALSO;Sì;FALSO;FALSO;VERO;VERO;VERO;VERO;No;;;;;4;Non so;Non so;6;9;10;7;8;Non so;Non so;Non so;Non so;7;6;6;Si ogni tanto;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;No ma vorrei;No ma vorrei;30;30;11;28;10;15;14;24;4;5
1092;ae63e0fb-8925-a74f-4258-d44858650b1a;O;19/07/2024 12:51;19/07/2024 12:42;19/07/2024 12:51;Maschio;27;26-35;Lazio;Centro;Roma;58103;Subiaco;8987;5001-10000;Diploma di scuola superiore;Occupato;0-15k;50;;35;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Diesel;Tra i 100€ e i 200€;76-100%;10;10;10;10;10;10;10;10;10;10;10;6;5;5;10;26;3;10;7;5;5;5;5;141;Sì;Sì;Sì;No;No;Non so;Sì;Elettrico ibrido plug-in;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;No;;;;;;;No;;;;;Non so;Non so;Non so;10;10;10;10;10;Non so;Non so;Non so;Non so;Non so;10;Non so;Si ogni tanto;Si, sempre;No ma vorrei;Mai e non mi interessa;No ma vorrei;No ma vorrei;28;44;17;50;100;62;66;68;72;71
1093;481dc003-4123-8999-3ca0-f436a061bbf1;O;19/07/2024 16:46;19/07/2024 12:36;19/07/2024 16:46;Femmina;28;26-35;Veneto;Nord;Venezia;27029;Portogruaro;25116;10001-60000;Laurea o titolo superiore;Occupato;15-30k;45;;35;;No;SI, un mezzo di trasporto;Tram / Metropolitana / Autobus urbano;Sì, uno;Sì;Auto privata;Benzina;Meno di 50€;meno del 25%;3;9;10;10;8;9;9;10;9;9;9;8;5;6;9;28;5;3;5;7;5;7;3;135;Sì;Sì;Sì;Non so;Sì;Non so;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;FALSO;VERO;FALSO;VERO;FALSO;VERO;No;;;;;;;No;;;;;Non so;Non so;Non so;Non so;7;9;9;7;Non so;Non so;Non so;5;Non so;Non so;4;No ma vorrei;No ma vorrei;No ma vorrei;Mai e non mi interessa;No ma vorrei;Mai e non mi interessa;69;20;36;58;28;69;62;68;63;66
1094;86d2e785-7076-4314-8b28-d3f977310a60;O;11/07/2024 13:50;11/07/2024 13:37;11/07/2024 13:50;Femmina;60;46-65;Piemonte;Nord;Torino;1272;Torino;886837;250001-5000000;Istruzione secondaria;Occupato;0-15k;45;;35;;No;NO, cammino;;Sì, uno;No;Auto privata;Benzina;Tra i 50€ e i 100€;76-100%;9;9;10;10;9;10;8;6;6;7;5;3;2;2;6;13;5;3;5;5;5;7;3;115;Sì;No;No;Non so;Non so;Non so;No;;No;;;;;Sì;FALSO;FALSO;FALSO;VERO;FALSO;VERO;Sì;FALSO;VERO;VERO;VERO;VERO;FALSO;No;;;;;6;8;10;Non so;10;9;9;10;4;Non so;Non so;8;10;Non so;Non so;Mai e non mi interessa;Mai e non mi interessa;Si ogni tanto;No ma vorrei;No ma vorrei;Si ogni tanto;5;6;4;4;4;2;2;4;4;2
1095;b806c6fe-3da8-3f8c-fd52-f22da6529562;O;18/07/2024 17:32;18/07/2024 17:21;18/07/2024 17:32;Maschio;24;18-25;Sardegna;Sud e Isole;Cagliari;92051;Quartu Sant'Elena;70914;60001-250000;Diploma di scuola superiore;Studente;0-15k;45;;35;;No;SI, un mezzo di trasporto;Tram / Metropolitana / Autobus urbano;No;No;;nan;Meno di 50€;meno del 25%;1;10;9;6;8;9;5;8;6;7;6;8;7;7;7;29;5;5;7;10;5;10;3;129;Sì;Sì;Sì;No;No;No;Sì;Completamente elettrico;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;VERO;FALSO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;8;6;7;7;5;7;7;5;6;6;8;7;5;7;6;Si spesso;Si ogni tanto;Si, sempre;Si spesso;Si, sempre;Mai e non mi interessa;50;25;45;53;70;21;25;19;23;5
1096;3f2a7c4e-40c6-6efa-f2ed-480189e9abaf;O;24/07/2024 10:58;24/07/2024 10:47;24/07/2024 10:58;Maschio;55;46-65;Toscana;Centro;Pisa;50024;Palaia;4603;0-5000;Diploma di scuola superiore;Occupato;15-30k;40;;35;;No;NO, cammino;;Sì, più di uno;No;Auto privata;Benzina;Tra i 100€ e i 200€;76-100%;6;5;5;6;5;4;5;4;5;5;5;5;5;5;5;20;3;3;3;3;5;5;3;79;No;;;;;;No;;No;;;;;Sì;VERO;FALSO;VERO;FALSO;FALSO;VERO;No;;;;;;;No;;;;;5;6;5;5;5;4;5;6;6;5;5;6;5;6;5;No ma vorrei;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;No ma vorrei;16;14;14;12;11;1;1;1;1;1
1097;915f9c7e-8f4e-4385-71dd-a874169266f1;O;20/07/2024 09:48;20/07/2024 09:36;20/07/2024 09:48;Femmina;28;26-35;Piemonte;Nord;Cuneo;4241;Vezza d'Alba;2293;0-5000;Diploma di scuola superiore;Occupato;15-30k;40;;35;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;6;9;8;9;8;7;8;8;6;7;5;5;2;3;4;14;5;3;5;3;5;10;10;121;Sì;Sì;Sì;No;No;No;Sì;Elettrico ibrido plug-in;No;;;;;Sì;FALSO;VERO;VERO;VERO;VERO;VERO;No;;;;;;;No;;;;;8;8;9;7;9;8;7;8;6;8;7;7;10;8;7;No ma vorrei;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;30;30;40;40;55;10;10;10;10;10
1098;e85d109e-c094-cc83-0433-2476c5cdc20f;O;16/07/2024 20:24;16/07/2024 19:51;16/07/2024 20:24;Maschio;53;46-65;Campania;Sud e Isole;Napoli;63006;Bacoli;26404;10001-60000;Licenza elementare/media;Occupato;0-15k;40;;35;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;GPL;Tra i 50€ e i 100€;76-100%;4;8;8;5;4;3;2;9;8;5;8;4;6;5;5;20;1;1;1;1;7;1;3;82;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;VERO;VERO;Sì;FALSO;FALSO;VERO;VERO;VERO;FALSO;No;;;;;10;9;2;1;8;8;9;10;8;2;2;2;9;8;2;No ma vorrei;No ma vorrei;Si ogni tanto;Si spesso;No ma vorrei;Mai e non mi interessa;1;1;1;1;1;1;1;12;11;1
1098;e85d109e-c094-cc83-0433-2476c5cdc20f;O;16/07/2024 20:24;16/07/2024 19:51;16/07/2024 20:24;Maschio;53;46-65;Campania;Sud e Isole;Napoli;63006;Bacoli;26404;10001-60000;Licenza elementare/media;Occupato;0-15k;40;;35;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;GPL;Tra i 50€ e i 100€;76-100%;4;8;8;5;4;3;2;9;8;5;8;4;6;5;5;20;1;1;1;1;7;1;3;82;Sì;Sì;Sì;Sì;Sì;Sì;Sì;GPL;Sì;VERO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;VERO;VERO;Sì;FALSO;FALSO;VERO;VERO;VERO;FALSO;No;;;;;10;9;2;1;8;8;9;10;8;2;2;2;9;8;2;No ma vorrei;No ma vorrei;Si ogni tanto;Si spesso;No ma vorrei;Mai e non mi interessa;1;1;1;1;1;1;1;12;11;1
1099;e96f4318-94b5-3b9b-8abb-774466ccb28c;O;23/07/2024 19:21;23/07/2024 19:05;23/07/2024 19:21;Femmina;57;46-65;Sicilia;Sud e Isole;Trapani;81022;Valderice;12279;10001-60000;Licenza elementare/media;Occupato;15-30k;2;;35;;Sì;NO, cammino;;Sì, uno;No;Auto privata;Benzina;Tra i 100€ e i 200€;26-50%;6;9;10;10;10;10;9;9;8;9;9;9;6;8;9;32;3;3;7;1;10;10;5;137;Sì;Sì;Non so;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;FALSO;FALSO;VERO;FALSO;Sì;FALSO;VERO;VERO;VERO;FALSO;VERO;No;;;;;;;No;;;;;9;10;10;7;5;4;5;8;6;9;9;8;4;5;4;Si spesso;Si ogni tanto;No ma vorrei;Mai e non mi interessa;No ma vorrei;Si ogni tanto;63;30;24;65;74;37;33;39;49;57
1100;aa4d46db-6e7e-0c26-6c78-726623896f02;O;19/07/2024 15:20;19/07/2024 15:00;19/07/2024 15:20;Maschio;21;18-25;Veneto;Nord;Verona;23052;Negrar;17105;10001-60000;Diploma di scuola superiore;Studente;30-60k;120;;34;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Benzina;Tra i 50€ e i 100€;76-100%;1;10;10;10;10;10;10;10;10;10;10;6;6;8;10;30;1;3;3;3;5;10;10;145;No;;;;;;No;;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;;;No;;;;;Non so;Non so;Non so;Non so;4;8;6;4;10;10;1;1;1;1;1;Si, sempre;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
1101;7cb84513-171b-40ea-0dbf-7193fd6d82df;O;17/07/2024 10:39;17/07/2024 10:27;17/07/2024 10:39;Maschio;55;46-65;Veneto;Nord;Vicenza;24061;Montecchio Maggiore;23526;10001-60000;Licenza elementare/media;Occupato;30-60k;65;;34;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;26-50%;7;7;8;6;7;10;8;8;7;9;9;7;6;7;8;28;5;1;7;5;5;5;5;116;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Metano;No;;;;;Sì;FALSO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;6;6;6;6;6;7;6;9;7;6;8;7;2;6;Si ogni tanto;Si spesso;Mai e non mi interessa;Si ogni tanto;Si ogni tanto;Si spesso;61;40;27;40;29;28;17;21;28;20
1102;88bc2293-4bb1-5156-9731-1697dd39bc1d;O;24/07/2024 15:24;24/07/2024 15:11;24/07/2024 15:24;Maschio;49;46-65;Marche;Centro;Ancona;42044;Sassoferrato;7177;5001-10000;Licenza elementare/media;Occupato;0-15k;40;;34;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Benzina;Tra i 100€ e i 200€;76-100%;1;10;10;10;10;9;9;6;6;8;6;4;2;2;4;12;3;3;5;5;3;7;1;121;Sì;No;Sì;Sì;Sì;Non so;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;FALSO;VERO;FALSO;VERO;FALSO;VERO;Sì;FALSO;FALSO;VERO;FALSO;VERO;VERO;No;;;;;7;9;6;5;5;5;5;2;3;3;5;5;10;8;5;No ma vorrei;No ma vorrei;Mai e non mi interessa;No ma vorrei;No ma vorrei;No ma vorrei;15;5;10;10;10;1;1;1;15;15
1103;7224d671-0dfd-8aa8-c1d2-e20f5b22ccfc;O;23/07/2024 19:16;23/07/2024 19:08;23/07/2024 19:16;Maschio;49;46-65;Emilia Romagna;Nord;Bologna;37036;Marzabotto;6812;5001-10000;Diploma di scuola superiore;Occupato;15-30k;35;;34;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Diesel;Tra i 100€ e i 200€;51-75%;5;4;5;5;6;5;5;5;5;5;5;1;1;1;1;4;3;3;3;3;3;3;3;77;No;;;;;;No;;No;;;;;Sì;FALSO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;FALSO;VERO;VERO;No;;;;;4;3;3;3;3;3;3;3;4;3;4;3;5;5;5;Mai e non mi interessa;Si ogni tanto;Mai e non mi interessa;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;51;52;44;44;41;43;42;42;42;44
1104;ce694641-5869-bf7d-92ed-72428012ffaf;O;18/07/2024 15:30;18/07/2024 15:20;18/07/2024 15:30;Maschio;30;26-35;Campania;Sud e Isole;Salerno;65037;Cava de' Tirreni;53450;10001-60000;Diploma di scuola superiore;Occupato;0-15k;25;;33;;No;SI, un mezzo di trasporto;Altro veicolo;Sì, uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;51-75%;1;3;10;9;10;7;10;8;6;8;8;7;9;8;7;31;5;5;7;7;5;7;7;132;Sì;Sì;Sì;No;No;No;No;;No;;;;;Sì;FALSO;VERO;VERO;FALSO;VERO;VERO;No;;;;;;;No;;;;;8;9;7;8;9;10;8;9;8;9;7;8;9;7;9;Si spesso;Si ogni tanto;Si spesso;No ma vorrei;Si ogni tanto;Si spesso;44;51;25;57;50;56;51;38;41;42
1105;5737fdc0-d431-530e-846a-c91c0bdbc43c;O;17/06/2024 15:43;17/06/2024 15:37;17/06/2024 15:43;Femmina;38;36-45;Lazio;Centro;Roma;58091;Roma;2873494;250001-5000000;Istruzione secondaria;Occupato;30-60k;60;;32;;Sì;SI, un mezzo di trasporto;Autobus / Pullman (tra comuni);Sì, uno;No;Auto privata;GPL;Tra i 200€ e i 300€;26-50%;4;7;7;7;6;7;6;3;6;7;7;7;7;6;7;27;5;3;3;5;7;7;5;105;No;;;;;;No;;Sì;VERO;FALSO;FALSO;FALSO;Sì;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;No;;;;;;;No;;;;;7;5;7;5;7;8;5;5;5;6;6;6;7;5;5;Si ogni tanto;No ma vorrei;Si ogni tanto;Si spesso;Si spesso;Si spesso;37;70;39;49;66;65;36;74;47;53
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;Completamente elettrico;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;GPL;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;Completamente elettrico;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1106;af1b25ab-47ab-767b-5e07-1130936bc061;O;16/07/2024 11:57;16/07/2024 11:43;16/07/2024 11:57;Maschio;33;26-35;Piemonte;Nord;Torino;1171;Orbassano;23266;10001-60000;Licenza elementare/media;Occupato;30-60k;60;;32;;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Diesel;Tra i 50€ e i 100€;76-100%;1;8;10;10;7;9;7;7;3;5;6;8;5;3;10;26;1;3;5;1;7;10;10;119;Sì;No;No;Sì;No;Non so;Sì;GPL;Sì;VERO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;3;5;8;7;10;10;8;10;10;7;6;3;8;8;6;Si ogni tanto;Si, sempre;No ma vorrei;Si, sempre;Si spesso;Si ogni tanto;1;1;1;1;1;1;1;1;1;1
1107;53e06545-008b-2dfd-c1e6-51cba3c282be;O;22/07/2024 19:42;22/07/2024 19:33;22/07/2024 19:42;Femmina;47;46-65;Veneto;Nord;Verona;23091;Verona;257353;250001-5000000;Diploma di scuola superiore;Occupato;15-30k;50;;32;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;GPL;Tra i 50€ e i 100€;76-100%;2;5;6;8;7;7;6;7;5;6;7;7;6;6;6;25;5;1;5;5;5;10;3;107;No;;;;;;Sì;Metano;No;;;;;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;No;;;;;;;No;;;;;2;5;5;5;8;8;9;8;3;2;4;3;7;7;8;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;Si spesso;Mai e non mi interessa;Mai e non mi interessa;72;68;74;71;66;73;67;69;72;71
